,Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Midpoint,Ask,Last,Volume,Open Int,OI Chg,IV,Time
191,TWTR,41.74,Call,41.5,2022-09-16,3.0,0.67,0.76,0.85,0.81,1753.0,4693.0,"+1,030",45.11%,2022-09-13
192,RBLX,43.87,Call,46.0,2022-09-16,3.0,0.86,0.89,0.92,0.92,1126.0,2383.0,"+1,025",109.82%,2022-09-13
193,TSLA,292.13,Put,313.33,2022-09-16,3.0,21.2,21.53,21.85,21.4,794.0,2951.0,"+1,021",45.81%,2022-09-13
194,META,153.13,Put,167.5,2022-09-16,3.0,14.3,14.48,14.65,14.48,1769.0,3183.0,"+1,021",56.29%,2022-09-13
195,LCID,16.1,Call,16.0,2022-09-16,3.0,0.43,0.45,0.48,0.49,3103.0,6558.0,"+1,021",69.16%,2022-09-13
196,AMD,77.03,Put,79.0,2022-09-16,3.0,2.89,2.91,2.92,3.0,9458.0,2674.0,"+1,019",62.24%,2022-09-13
197,DKNG,17.35,Call,18.5,2022-09-16,3.0,0.15,0.16,0.17,0.16,5171.0,2538.0,"+1,016",85.61%,2022-09-13
198,KHC,35.06,Put,35.5,2022-09-16,3.0,0.61,0.68,0.75,0.6,8931.0,1193.0,"+1,011",32.94%,2022-09-13
199,AMZN,126.82,Call,136.0,2022-09-16,3.0,0.13,0.14,0.15,0.13,9517.0,12162.0,"+1,009",47.82%,2022-09-13
200,TWTR,41.74,Call,42.0,2022-09-16,3.0,0.5,0.53,0.56,0.55,10549.0,21663.0,"+1,004",44.15%,2022-09-13
201,TSLA,292.13,Put,275.0,2022-09-16,3.0,0.79,0.84,0.88,0.88,16089.0,8745.0,"+1,003",57.22%,2022-09-13
202,CCL,10.24,Call,10.5,2022-09-16,3.0,0.16,0.17,0.18,0.18,4103.0,6698.0,"+1,002",77.61%,2022-09-13
203,CNHI,12.27,Call,12.5,2022-09-16,3.0,0.1,0.15,0.2,0.2,1000.0,1333.0,"+1,002",67.03%,2022-09-13
204,NFLX,218.13,Put,220.0,2022-09-16,3.0,5.45,5.63,5.8,5.65,5109.0,7138.0,"+1,001",59.04%,2022-09-13
205,RENT,3.02,Put,5.0,2022-09-16,3.0,1.95,2.0,2.05,2.01,759.0,1152.0,+993,353.80%,2022-09-13
206,ZIM,32.77,Put,33.0,2022-09-16,3.0,0.85,0.93,1.0,0.75,1306.0,2062.0,+993,62.21%,2022-09-13
207,AMZN,126.82,Put,136.0,2022-09-16,3.0,8.85,9.27,9.7,9.2,1662.0,13632.0,+991,37.58%,2022-09-13
208,WBA,34.74,Put,35.5,2022-09-16,3.0,0.87,0.93,0.98,0.89,1560.0,4506.0,+989,30.89%,2022-09-13
209,GME,27.85,Call,31.0,2022-09-16,3.0,0.18,0.19,0.19,0.19,1742.0,2228.0,+978,106.23%,2022-09-13
210,PYPL,95.01,Put,92.0,2022-09-16,3.0,0.86,0.9,0.93,0.87,1114.0,2511.0,+976,60.20%,2022-09-13
211,NVDA,131.31,Put,127.0,2022-09-16,3.0,1.45,1.48,1.51,1.49,4081.0,1742.0,+972,68.53%,2022-09-13
212,APRN,6.56,Call,8.0,2022-09-16,3.0,0.15,0.18,0.2,0.19,3674.0,8319.0,+970,260.00%,2022-09-13
213,ORCL,76.04,Call,82.0,2022-09-16,3.0,0.07,0.1,0.12,0.11,6129.0,2103.0,+970,54.76%,2022-09-13
214,TSLA,292.13,Put,288.33,2022-09-16,3.0,3.55,3.7,3.85,3.72,8969.0,3394.0,+967,51.73%,2022-09-13
215,PLUG,28.91,Put,28.5,2022-09-16,3.0,0.7,0.72,0.74,0.71,1382.0,1991.0,+966,86.95%,2022-09-13
216,SAVA,30.87,Call,40.0,2022-09-16,3.0,0.03,0.12,0.2,0.15,2103.0,2392.0,+957,183.45%,2022-09-13
217,BP,31.77,Call,32.5,2022-09-16,3.0,0.15,0.16,0.18,0.15,2617.0,3457.0,+931,36.04%,2022-09-13
218,OXY,65.34,Call,67.5,2022-09-16,3.0,0.56,0.57,0.58,0.57,2876.0,9491.0,+929,57.82%,2022-09-13
219,UPST,24.97,Put,28.0,2022-09-16,3.0,3.15,3.28,3.4,3.15,714.0,1421.0,+927,101.34%,2022-09-13
220,PYPL,95.01,Put,98.0,2022-09-16,3.0,3.7,3.78,3.85,3.85,1838.0,1092.0,+921,58.03%,2022-09-13
221,AMD,77.03,Put,82.0,2022-09-16,3.0,5.2,5.3,5.4,5.13,2531.0,2217.0,+921,64.62%,2022-09-13
222,META,153.13,Put,157.5,2022-09-16,3.0,5.55,5.68,5.8,5.55,12135.0,6110.0,+916,51.10%,2022-09-13
223,SNAP,11.77,Put,11.5,2022-09-16,3.0,0.21,0.22,0.23,0.22,14130.0,7899.0,+910,80.53%,2022-09-13
224,RBLX,43.87,Put,42.0,2022-09-16,3.0,0.94,0.98,1.01,0.97,758.0,1799.0,+908,112.83%,2022-09-13
225,ORCL,76.04,Put,76.0,2022-09-16,3.0,0.93,1.02,1.1,1.0,4884.0,3151.0,+904,37.17%,2022-09-13
226,ATVI,76.76,Call,79.0,2022-09-16,3.0,0.14,0.21,0.27,0.17,696.0,2053.0,+902,30.64%,2022-09-13
227,MSFT,251.99,Put,257.5,2022-09-16,3.0,5.0,6.0,7.0,6.7,4016.0,2670.0,+892,35.25%,2022-09-13
228,PAGS,15.64,Call,15.0,2022-09-16,3.0,0.8,0.9,1.0,0.87,1111.0,3416.0,+878,87.01%,2022-09-13
229,DNA,2.99,Put,3.0,2022-09-16,3.0,0.1,0.15,0.2,0.1,1811.0,13111.0,+878,87.90%,2022-09-13
230,ORCL,76.04,Call,78.0,2022-09-16,3.0,0.34,0.4,0.46,0.42,3833.0,2135.0,+877,40.97%,2022-09-13
231,MARA,12.82,Put,13.5,2022-09-16,3.0,1.06,1.08,1.1,1.06,2208.0,2018.0,+869,140.29%,2022-09-13
232,XOM,95.33,Put,95.0,2022-09-16,3.0,1.19,1.21,1.23,1.2,3144.0,4828.0,+865,39.36%,2022-09-13
233,BE,25.24,Put,27.0,2022-09-16,3.0,1.8,1.9,2.0,1.9,542.0,1208.0,+863,73.82%,2022-09-13
234,OXY,65.34,Put,61.0,2022-09-16,3.0,0.21,0.22,0.24,0.24,1041.0,1428.0,+861,66.49%,2022-09-13
235,CCL,10.24,Put,10.5,2022-09-16,3.0,0.4,0.42,0.44,0.42,1928.0,4039.0,+861,72.43%,2022-09-13
236,ROKU,68.05,Put,73.0,2022-09-16,3.0,5.25,5.38,5.5,5.4,938.0,1053.0,+860,80.46%,2022-09-13
237,MARA,12.82,Put,13.0,2022-09-16,3.0,0.75,0.76,0.76,0.76,5175.0,6018.0,+856,143.04%,2022-09-13
238,TWTR,41.74,Put,40.5,2022-09-16,3.0,0.35,0.37,0.39,0.37,3242.0,1546.0,+856,57.33%,2022-09-13
239,LI,26.8,Call,29.0,2022-09-16,3.0,0.1,0.11,0.12,0.11,1319.0,3492.0,+851,73.84%,2022-09-13
240,CLF,16.78,Put,17.5,2022-09-16,3.0,0.86,0.9,0.93,0.9,1641.0,3093.0,+843,73.29%,2022-09-13
241,KO,60.47,Put,61.0,2022-09-16,3.0,1.08,1.15,1.21,1.11,1809.0,2352.0,+840,37.18%,2022-09-13
242,AMC,9.72,Call,10.0,2022-09-16,3.0,0.34,0.35,0.35,0.34,13268.0,18088.0,+840,130.75%,2022-09-13
243,PBYI,2.75,Call,5.0,2022-09-16,3.0,0.1,0.13,0.15,0.1,1276.0,1790.0,+827,547.01%,2022-09-13
244,AVYA,1.82,Call,2.0,2022-09-16,3.0,0.1,0.13,0.15,0.1,1260.0,11758.0,+826,254.65%,2022-09-13
245,CVNA,36.81,Call,45.0,2022-09-16,3.0,0.1,0.15,0.2,0.15,896.0,1943.0,+820,145.59%,2022-09-13
246,TSLA,292.13,Put,293.33,2022-09-16,3.0,5.65,5.83,6.0,5.85,22820.0,7397.0,+818,49.64%,2022-09-13
247,TSLA,292.13,Call,308.33,2022-09-16,3.0,0.52,0.55,0.58,0.54,5837.0,3467.0,+817,45.08%,2022-09-13
248,META,153.13,Put,140.0,2022-09-16,3.0,0.33,0.34,0.34,0.34,10413.0,11673.0,+817,70.55%,2022-09-13
249,SHOP,32.7,Put,34.5,2022-09-16,3.0,2.08,2.11,2.14,2.14,542.0,1776.0,+814,82.00%,2022-09-13
250,SAP,85.86,Put,90.0,2022-09-16,3.0,4.1,4.9,5.7,4.1,801.0,1898.0,+814,101.18%,2022-09-13
251,MSFT,251.99,Put,270.0,2022-09-16,3.0,16.2,17.33,18.45,17.76,2976.0,21272.0,+813,54.12%,2022-09-13
252,COIN,75.25,Put,80.0,2022-09-16,3.0,5.9,6.1,6.3,6.23,1503.0,5270.0,+808,119.10%,2022-09-13
253,FUBO,4.61,Call,4.5,2022-09-16,3.0,0.32,0.34,0.36,0.32,5793.0,7334.0,+803,158.49%,2022-09-13
254,GOOGL,104.32,Call,111.0,2022-09-16,3.0,0.1,0.11,0.12,0.1,2269.0,3927.0,+791,42.95%,2022-09-13
255,C,49.0,Call,51.0,2022-09-16,3.0,0.09,0.1,0.11,0.11,3825.0,4499.0,+791,38.67%,2022-09-13
256,PLUG,28.91,Call,30.5,2022-09-16,3.0,0.32,0.33,0.34,0.32,1478.0,2244.0,+785,83.69%,2022-09-13
257,NVDA,131.31,Call,144.0,2022-09-16,3.0,0.2,0.21,0.22,0.21,3138.0,2675.0,+776,65.29%,2022-09-13
258,NCLH,14.4,Call,15.5,2022-09-16,3.0,0.08,0.09,0.1,0.12,3863.0,2526.0,+776,80.57%,2022-09-13
259,GME,27.85,Put,25.0,2022-09-16,3.0,0.18,0.2,0.21,0.19,3138.0,4001.0,+774,110.74%,2022-09-13
260,NVDA,131.31,Put,143.0,2022-09-16,3.0,11.65,11.93,12.2,12.13,2578.0,1908.0,+773,74.60%,2022-09-13
261,REV,6.57,Put,6.5,2022-09-16,3.0,0.3,0.35,0.4,0.4,1006.0,2611.0,+772,184.13%,2022-09-13
262,AAPL,153.84,Put,143.0,2022-09-16,3.0,0.14,0.15,0.15,0.15,6202.0,1997.0,+765,49.94%,2022-09-13
263,NVDA,131.31,Call,146.0,2022-09-16,3.0,0.13,0.15,0.16,0.13,3262.0,2768.0,+760,66.21%,2022-09-13
264,TSLA,292.13,Put,303.33,2022-09-16,3.0,12.2,12.5,12.8,12.3,3593.0,5966.0,+759,44.54%,2022-09-13
265,BMY,71.04,Put,72.0,2022-09-16,3.0,1.24,1.36,1.48,1.4,1797.0,2381.0,+752,32.13%,2022-09-13
266,VALE,13.15,Put,13.0,2022-09-16,3.0,0.19,0.21,0.23,0.21,3144.0,10867.0,+750,58.63%,2022-09-13
267,VTYX,35.5,Put,35.0,2022-09-16,3.0,0.95,1.38,1.8,1.45,710.0,747.0,+747,132.73%,2022-09-13
268,AAPL,153.84,Put,144.0,2022-09-16,3.0,0.18,0.19,0.19,0.19,2368.0,3523.0,+740,48.56%,2022-09-13
269,TSLA,292.13,Call,321.67,2022-09-16,3.0,0.08,0.09,0.1,0.1,1489.0,3614.0,+738,51.22%,2022-09-13
270,DIS,111.76,Put,110.0,2022-09-16,3.0,0.87,0.91,0.94,0.85,1608.0,11719.0,+738,40.99%,2022-09-13
271,RIVN,38.76,Call,39.0,2022-09-16,3.0,0.99,1.04,1.08,1.08,4430.0,1401.0,+738,84.85%,2022-09-13
272,ET,11.68,Put,12.0,2022-09-16,3.0,0.36,0.37,0.38,0.38,7921.0,4380.0,+735,39.89%,2022-09-13
273,TNP,18.61,Call,20.0,2022-09-16,3.0,0.2,0.23,0.25,0.24,1009.0,1438.0,+734,105.39%,2022-09-13
274,MARA,12.82,Put,11.5,2022-09-16,3.0,0.19,0.2,0.2,0.2,1726.0,1678.0,+734,150.60%,2022-09-13
275,MOS,52.61,Put,51.0,2022-09-16,3.0,0.54,0.58,0.62,0.62,1138.0,1139.0,+731,67.64%,2022-09-13
276,DKNG,17.35,Put,16.0,2022-09-16,3.0,0.11,0.11,0.12,0.12,6723.0,12658.0,+729,91.54%,2022-09-13
277,XPEV,16.14,Call,16.5,2022-09-16,3.0,0.3,0.31,0.32,0.32,2836.0,2143.0,+728,80.90%,2022-09-13
278,CHPT,17.54,Put,17.5,2022-09-16,3.0,0.54,0.57,0.59,0.56,1888.0,1566.0,+725,91.76%,2022-09-13
279,META,153.13,Put,145.0,2022-09-16,3.0,0.78,0.79,0.8,0.8,24400.0,14624.0,+725,63.96%,2022-09-13
280,HD,277.93,Put,280.0,2022-09-16,3.0,4.7,4.85,5.0,4.75,1340.0,2264.0,+723,35.88%,2022-09-13
281,LAZR,8.82,Put,9.0,2022-09-16,3.0,0.42,0.47,0.52,0.43,1805.0,1265.0,+720,103.44%,2022-09-13
282,RBLX,43.87,Put,45.0,2022-09-16,3.0,2.33,2.38,2.42,2.36,1671.0,10759.0,+711,108.42%,2022-09-13
283,OXY,65.34,Call,69.0,2022-09-16,3.0,0.28,0.29,0.3,0.3,1631.0,3645.0,+710,59.70%,2022-09-13
284,AMRS,4.05,Put,3.5,2022-09-16,3.0,0.05,0.1,0.15,0.1,596.0,2374.0,+705,218.86%,2022-09-13
285,WFC,43.22,Put,42.0,2022-09-16,3.0,0.24,0.26,0.28,0.27,3314.0,3665.0,+701,46.83%,2022-09-13
286,ADBE,368.39,Put,330.0,2022-09-16,3.0,1.29,1.45,1.6,1.39,627.0,1636.0,+693,94.35%,2022-09-13
287,CHPT,17.54,Call,19.0,2022-09-16,3.0,0.12,0.13,0.14,0.14,1969.0,4658.0,+688,92.55%,2022-09-13
288,TSLA,292.13,Put,245.0,2022-09-16,3.0,0.1,0.12,0.13,0.11,507.0,3792.0,+687,88.90%,2022-09-13
289,TSLA,292.13,Put,240.0,2022-09-16,3.0,0.09,0.1,0.11,0.1,1014.0,9471.0,+685,96.69%,2022-09-13
290,RIOT,7.63,Put,7.5,2022-09-16,3.0,0.26,0.27,0.28,0.27,3798.0,1922.0,+682,121.24%,2022-09-13
291,ATHX,2.56,Call,3.0,2022-09-16,3.0,0.1,0.13,0.15,0.15,754.0,1403.0,+680,323.43%,2022-09-13
292,PLUG,28.91,Put,27.0,2022-09-16,3.0,0.27,0.28,0.28,0.28,1667.0,1605.0,+665,93.46%,2022-09-13
293,TSLA,292.13,Call,318.33,2022-09-16,3.0,0.12,0.13,0.14,0.13,2510.0,3954.0,+660,48.47%,2022-09-13
294,PTON,9.91,Put,10.5,2022-09-16,3.0,0.77,0.79,0.8,0.77,5777.0,3198.0,+657,111.32%,2022-09-13
295,BBBY,8.37,Put,7.5,2022-09-16,3.0,0.14,0.15,0.16,0.16,3669.0,5201.0,+638,165.32%,2022-09-13
296,RIVN,38.76,Put,38.0,2022-09-16,3.0,0.81,0.83,0.85,0.82,5665.0,902.0,+624,83.84%,2022-09-13
297,ROKU,68.05,Put,60.0,2022-09-16,3.0,0.13,0.14,0.15,0.14,620.0,3915.0,+623,90.33%,2022-09-13
298,OXY,65.34,Put,64.0,2022-09-16,3.0,0.78,0.8,0.81,0.8,2492.0,1868.0,+622,58.57%,2022-09-13
299,OXY,65.34,Put,66.0,2022-09-16,3.0,1.64,1.69,1.74,1.75,1556.0,1901.0,+620,56.37%,2022-09-13
300,ZIM,32.77,Call,35.0,2022-09-16,3.0,0.15,0.2,0.25,0.15,2099.0,2205.0,+617,69.95%,2022-09-13
301,PYPL,95.01,Put,100.0,2022-09-16,3.0,5.25,5.38,5.5,5.87,1130.0,8446.0,+614,55.63%,2022-09-13
302,PLUG,28.91,Put,28.0,2022-09-16,3.0,0.52,0.53,0.53,0.53,1000.0,1651.0,+611,89.01%,2022-09-13
303,NFLX,218.13,Put,200.0,2022-09-16,3.0,0.43,0.45,0.47,0.45,3395.0,6493.0,+611,67.59%,2022-09-13
304,NFLX,218.13,Put,232.5,2022-09-16,3.0,14.55,14.95,15.35,15.07,567.0,1437.0,+607,60.10%,2022-09-13
305,PYPL,95.01,Put,92.5,2022-09-16,3.0,0.99,1.03,1.06,1.05,509.0,3953.0,+604,61.15%,2022-09-13
306,CGC,3.46,Put,3.5,2022-09-16,3.0,0.14,0.15,0.16,0.16,1072.0,1962.0,+600,110.82%,2022-09-13
307,SBUX,87.84,Call,89.0,2022-09-16,3.0,1.08,1.14,1.19,1.15,1556.0,2451.0,+600,52.10%,2022-09-13
308,SQ,69.58,Call,78.0,2022-09-16,3.0,0.11,0.12,0.13,0.13,4598.0,2046.0,+598,79.68%,2022-09-13
309,NFLX,218.13,Call,245.0,2022-09-16,3.0,0.11,0.13,0.14,0.12,2749.0,6159.0,+597,64.49%,2022-09-13
310,RIOT,7.63,Put,8.0,2022-09-16,3.0,0.56,0.57,0.58,0.56,1951.0,7347.0,+596,122.07%,2022-09-13
311,SWN,7.69,Call,7.5,2022-09-16,3.0,0.28,0.3,0.31,0.27,810.0,3108.0,+592,66.87%,2022-09-13
312,AMZN,126.82,Put,128.0,2022-09-16,3.0,2.8,2.9,3.0,2.9,21061.0,6242.0,+587,49.36%,2022-09-13
313,X,22.36,Put,23.5,2022-09-16,3.0,1.34,1.39,1.43,1.34,543.0,1605.0,+582,73.56%,2022-09-13
314,RIVN,38.76,Put,36.0,2022-09-16,3.0,0.29,0.31,0.32,0.3,1749.0,1454.0,+581,89.80%,2022-09-13
315,T,16.83,Put,17.0,2022-09-16,3.0,0.27,0.28,0.28,0.27,2879.0,21908.0,+578,27.47%,2022-09-13
316,MMM,120.47,Put,128.0,2022-09-16,3.0,7.35,7.55,7.75,5.58,501.0,585.0,+577,47.94%,2022-09-13
317,SNOW,187.43,Put,170.0,2022-09-16,3.0,0.55,0.6,0.65,0.6,1583.0,2354.0,+577,82.57%,2022-09-13
318,MARA,12.82,Put,11.0,2022-09-16,3.0,0.11,0.11,0.12,0.12,2111.0,4090.0,+573,156.51%,2022-09-13
319,HOOD,10.41,Put,10.5,2022-09-16,3.0,0.32,0.33,0.35,0.34,1786.0,1445.0,+569,77.72%,2022-09-13
320,BAC,34.0,Put,34.5,2022-09-16,3.0,0.75,0.78,0.8,0.76,6177.0,3714.0,+569,37.78%,2022-09-13
321,MO,42.97,Put,43.0,2022-09-16,3.0,1.03,1.11,1.19,1.07,986.0,993.0,+563,67.28%,2022-09-13
322,AMD,77.03,Put,85.0,2022-09-16,3.0,8.0,8.08,8.15,7.9,1842.0,23035.0,+562,67.87%,2022-09-13
323,UEC,4.09,Call,4.0,2022-09-16,3.0,0.15,0.2,0.25,0.2,518.0,4617.0,+561,102.77%,2022-09-13
324,MRO,26.49,Put,26.5,2022-09-16,3.0,0.55,0.58,0.6,0.61,634.0,713.0,+560,59.62%,2022-09-13
325,VALE,13.15,Call,13.5,2022-09-16,3.0,0.12,0.14,0.15,0.14,2561.0,3525.0,+559,58.56%,2022-09-13
326,ORCL,76.04,Put,77.0,2022-09-16,3.0,1.41,1.55,1.68,1.55,3751.0,1402.0,+558,36.14%,2022-09-13
327,UAL,37.79,Put,39.0,2022-09-16,3.0,1.45,1.52,1.59,1.59,539.0,3277.0,+555,61.74%,2022-09-13
328,AMRS,4.05,Call,4.0,2022-09-16,3.0,0.25,0.3,0.35,0.3,1308.0,19998.0,+552,188.39%,2022-09-13
329,AMD,77.03,Put,84.0,2022-09-16,3.0,7.0,7.15,7.3,7.0,2196.0,4033.0,+547,50.00%,2022-09-13
330,RIVN,38.76,Put,35.5,2022-09-16,3.0,0.21,0.22,0.24,0.21,1043.0,1913.0,+545,89.14%,2022-09-13
331,DIS,111.76,Put,115.0,2022-09-16,3.0,3.6,3.68,3.75,3.66,1435.0,15393.0,+545,37.61%,2022-09-13
332,AMZN,126.82,Put,134.0,2022-09-16,3.0,6.35,7.27,8.2,7.36,1526.0,4412.0,+544,43.89%,2022-09-13
333,BBBY,8.37,Put,9.5,2022-09-16,3.0,1.31,1.34,1.36,1.33,641.0,2388.0,+542,187.94%,2022-09-13
334,PLUG,28.91,Call,29.5,2022-09-16,3.0,0.61,0.63,0.65,0.63,1462.0,1644.0,+542,84.47%,2022-09-13
335,NCLH,14.4,Put,13.5,2022-09-16,3.0,0.12,0.14,0.15,0.14,1296.0,4368.0,+540,90.45%,2022-09-13
336,QCOM,124.93,Put,128.0,2022-09-16,3.0,3.9,3.95,4.0,4.15,848.0,696.0,+538,45.11%,2022-09-13
337,SBUX,87.84,Call,92.0,2022-09-16,3.0,0.32,0.35,0.37,0.37,1121.0,1815.0,+536,52.21%,2022-09-13
338,FAZE,14.17,Put,12.5,2022-09-16,3.0,0.5,0.63,0.75,0.59,873.0,2723.0,+535,260.67%,2022-09-13
339,TWTR,41.74,Put,38.5,2022-09-16,3.0,0.15,0.17,0.19,0.11,560.0,1538.0,+533,76.97%,2022-09-13
340,ORCL,76.04,Put,72.5,2022-09-16,3.0,0.13,0.17,0.2,0.2,592.0,5838.0,+531,46.40%,2022-09-13
341,AMD,77.03,Put,86.0,2022-09-16,3.0,8.85,9.02,9.2,9.03,601.0,2369.0,+529,67.33%,2022-09-13
342,GOOG,105.31,Call,111.0,2022-09-16,3.0,0.1,0.15,0.2,0.15,620.0,1847.0,+528,41.41%,2022-09-13
343,SNOW,187.43,Put,190.0,2022-09-16,3.0,5.9,6.25,6.6,6.2,572.0,1484.0,+525,70.71%,2022-09-13
344,GOOG,105.31,Put,100.0,2022-09-16,3.0,0.25,0.3,0.35,0.25,1322.0,15818.0,+523,47.77%,2022-09-13
345,SHOP,32.7,Put,35.0,2022-09-16,3.0,2.45,2.51,2.56,2.56,838.0,5756.0,+521,84.28%,2022-09-13
346,UAL,37.79,Put,35.0,2022-09-16,3.0,0.12,0.14,0.15,0.13,1179.0,22427.0,+520,70.56%,2022-09-13
347,NVDA,131.31,Put,120.0,2022-09-16,3.0,0.3,0.32,0.34,0.33,5974.0,9576.0,+519,73.01%,2022-09-13
348,TCRT,3.47,Call,2.5,2022-09-16,3.0,0.9,0.98,1.05,1.0,561.0,17914.0,+516,268.97%,2022-09-13
349,MRO,26.49,Call,27.5,2022-09-16,3.0,0.21,0.22,0.23,0.2,1281.0,2017.0,+516,60.69%,2022-09-13
350,AAL,13.68,Put,14.5,2022-09-16,3.0,0.85,0.87,0.89,0.85,650.0,1317.0,+514,50.81%,2022-09-13
351,NVDA,131.31,Put,132.0,2022-09-16,3.0,3.45,3.5,3.55,3.5,6733.0,1989.0,+513,66.26%,2022-09-13
352,SNOW,187.43,Call,195.0,2022-09-16,3.0,1.8,1.95,2.1,1.87,1161.0,1619.0,+512,68.11%,2022-09-13
353,NFLX,218.13,Put,205.0,2022-09-16,3.0,0.87,0.91,0.95,0.91,5272.0,4049.0,+509,64.52%,2022-09-13
354,NCLH,14.4,Put,14.5,2022-09-16,3.0,0.44,0.46,0.49,0.46,766.0,871.0,+508,78.36%,2022-09-13
355,BP,31.77,Put,32.0,2022-09-16,3.0,0.54,0.55,0.57,0.55,755.0,3497.0,+505,36.61%,2022-09-13
356,MSTR,231.25,Call,280.0,2022-09-16,3.0,0.35,0.48,0.6,0.45,1290.0,947.0,+504,120.49%,2022-09-13
357,AMZN,126.82,Put,122.0,2022-09-16,3.0,0.72,0.76,0.79,0.79,5109.0,7843.0,+503,55.57%,2022-09-13
358,QCOM,124.93,Put,120.0,2022-09-16,3.0,0.61,0.64,0.66,0.6,1000.0,3194.0,+500,52.17%,2022-09-13
359,PG,138.18,Call,145.0,2022-09-16,3.0,0.09,0.11,0.12,0.1,1177.0,3107.0,+496,33.29%,2022-09-13
360,RTX,83.72,Put,90.0,2022-09-16,3.0,6.05,6.38,6.7,6.43,2115.0,4408.0,+496,55.75%,2022-09-13
361,NVDA,131.31,Call,147.0,2022-09-16,3.0,0.11,0.13,0.14,0.11,2724.0,2934.0,+494,67.57%,2022-09-13
362,NFLX,218.13,Put,225.0,2022-09-16,3.0,8.65,8.78,8.9,8.77,2710.0,12916.0,+493,56.94%,2022-09-13
363,DVN,69.07,Call,72.0,2022-09-16,3.0,0.41,0.43,0.45,0.4,559.0,3410.0,+489,56.65%,2022-09-13
364,APA,39.11,Call,40.0,2022-09-16,3.0,0.6,0.63,0.66,0.64,635.0,7476.0,+489,71.51%,2022-09-13
365,XPEV,16.14,Call,17.5,2022-09-16,3.0,0.1,0.11,0.11,0.1,1603.0,1817.0,+487,85.44%,2022-09-13
366,NVDA,131.31,Put,144.0,2022-09-16,3.0,12.2,12.8,13.4,12.71,897.0,1517.0,+485,47.28%,2022-09-13
367,LCID,16.1,Put,16.5,2022-09-16,3.0,0.6,0.64,0.67,0.63,2569.0,855.0,+483,67.94%,2022-09-13
368,AMZN,126.82,Put,123.0,2022-09-16,3.0,0.93,0.99,1.05,0.99,17963.0,8077.0,+472,54.15%,2022-09-13
369,TSLA,292.13,Put,260.0,2022-09-16,3.0,0.2,0.22,0.23,0.21,4945.0,29238.0,+470,69.09%,2022-09-13
370,UBER,31.32,Call,33.0,2022-09-16,3.0,0.13,0.14,0.15,0.14,1345.0,13781.0,+468,57.51%,2022-09-13
371,BABA,89.47,Put,90.0,2022-09-16,3.0,2.07,2.14,2.21,2.15,4865.0,29597.0,+468,57.98%,2022-09-13
372,NET,59.85,Put,66.0,2022-09-16,3.0,6.0,6.25,6.5,5.26,730.0,733.0,+467,70.30%,2022-09-13
373,C,49.0,Put,50.0,2022-09-16,3.0,1.24,1.28,1.32,1.28,3350.0,29179.0,+467,36.77%,2022-09-13
374,RBLX,43.87,Call,50.0,2022-09-16,3.0,0.17,0.18,0.19,0.19,1784.0,5446.0,+466,107.41%,2022-09-13
375,META,153.13,Call,167.5,2022-09-16,3.0,0.17,0.18,0.18,0.18,12873.0,3537.0,+462,59.88%,2022-09-13
376,NEGG,2.9,Put,3.0,2022-09-16,3.0,0.18,0.21,0.23,0.18,988.0,2106.0,+461,116.25%,2022-09-13
377,ORCL,76.04,Call,76.0,2022-09-16,3.0,1.01,1.12,1.23,1.06,3281.0,1774.0,+459,37.75%,2022-09-13
378,XOM,95.33,Put,96.0,2022-09-16,3.0,1.64,1.71,1.79,1.7,2767.0,1852.0,+457,38.53%,2022-09-13
379,BAC,34.0,Put,32.5,2022-09-16,3.0,0.12,0.13,0.13,0.13,1252.0,5666.0,+455,50.45%,2022-09-13
380,PYPL,95.01,Call,98.0,2022-09-16,3.0,0.76,0.8,0.84,0.8,742.0,2072.0,+454,55.40%,2022-09-13
381,GM,40.53,Put,41.0,2022-09-16,3.0,0.93,0.97,1.0,0.97,1016.0,1632.0,+454,48.38%,2022-09-13
382,BABA,89.47,Call,97.0,2022-09-16,3.0,0.18,0.2,0.22,0.18,952.0,3628.0,+453,62.17%,2022-09-13
383,PLTR,7.48,Put,8.0,2022-09-16,3.0,0.51,0.55,0.6,0.53,965.0,9683.0,+449,50.34%,2022-09-13
384,AMD,77.03,Put,74.0,2022-09-16,3.0,0.7,0.71,0.71,0.71,5720.0,1790.0,+448,67.62%,2022-09-13
385,BX,94.37,Put,90.0,2022-09-16,3.0,0.53,0.6,0.66,0.72,790.0,3889.0,+444,62.64%,2022-09-13
386,TSLA,292.13,Call,316.67,2022-09-16,3.0,0.15,0.16,0.17,0.15,4451.0,24522.0,+443,47.12%,2022-09-13
387,PLUG,28.91,Put,30.0,2022-09-16,3.0,1.52,1.55,1.58,1.55,1264.0,5521.0,+442,85.08%,2022-09-13
388,COIN,75.25,Put,65.0,2022-09-16,3.0,0.33,0.38,0.42,0.39,2701.0,5248.0,+441,127.22%,2022-09-13
389,LI,26.8,Put,25.0,2022-09-16,3.0,0.14,0.15,0.15,0.13,2038.0,5763.0,+438,75.95%,2022-09-13
390,RBLX,43.87,Call,47.0,2022-09-16,3.0,0.6,0.63,0.65,0.63,581.0,2166.0,+436,107.79%,2022-09-13
391,TSLA,292.13,Put,306.67,2022-09-16,3.0,14.7,15.25,15.8,14.8,1023.0,5332.0,+433,36.10%,2022-09-13
